customer_number,BAKERY,CASHPOINT,CONFECTIONARY,DAIRY,DELI,DISCOUNT_BAKERY,DRINKS,FROZEN,FRUIT_VEG,GROCERY_FOOD,GROCERY_HEALTH_PETS,LOTTERY,MEAT,NEWSPAPERS_MAGAZINES,PRACTICAL_ITEMS,PREPARED_MEALS,SEASONAL_GIFTING,SOFT_DRINKS,TOBACCO,WORLD_FOODS
13254,13.88,0.00,17.73,7.29,0.00,0.00,2.55,0.00,6.40,2.44,12.77,1.00,0.00,0.00,0.00,0.65,7.85,0.93,0.00,0.00
13266,27.36,0.00,113.80,194.71,27.87,0.00,33.78,15.09,436.26,175.25,59.05,0.00,85.60,0.00,0.00,0.59,0.00,2.52,0.00,0.00
13268,4.67,0.00,51.91,131.76,5.80,0.00,0.00,6.82,102.61,56.08,52.44,0.00,44.10,0.00,0.00,11.50,0.00,0.00,4.30,0.00
13270,4.63,0.00,40.86,68.49,0.00,0.00,0.00,13.91,64.25,79.15,22.07,0.00,24.62,0.00,1.52,4.18,0.00,0.00,0.00,4.03
13274,21.13,10.00,21.03,22.15,4.10,0.00,0.00,3.49,46.54,32.88,5.55,0.00,3.49,0.00,0.00,4.65,0.00,7.64,0.00,3.57
13275,13.61,0.00,20.82,15.49,4.22,0.00,17.00,5.72,58.52,286.73,7.30,1.00,20.71,0.00,0.00,3.52,4.45,0.33,0.00,3.27
13277,1.78,0.00,5.77,43.82,0.00,0.00,38.83,27.16,138.96,116.19,13.53,0.00,66.83,0.00,9.58,0.00,0.00,0.00,78.48,1.12
13281,0.75,0.00,25.74,41.93,0.00,0.00,0.00,0.00,12.80,28.77,80.50,0.00,0.00,0.00,0.00,11.67,0.00,1.01,0.00,2.81
13301,27.62,0.00,33.94,190.72,5.64,0.00,23.46,3.02,62.26,102.90,57.47,0.00,37.11,0.00,0.00,15.38,0.00,8.44,0.00,2.08
13307,47.25,0.00,108.93,87.59,38.93,0.00,47.44,41.79,124.78,54.00,20.79,0.00,4.50,0.00,0.00,1.99,0.00,24.19,0.00,0.00
13316,1.41,40.00,17.64,20.31,6.91,0.00,151.22,1.85,41.48,40.88,30.29,0.00,9.23,0.00,5.08,10.16,1.52,2.47,39.77,5.47
13323,29.49,0.00,40.49,60.90,9.76,0.00,40.91,9.83,141.46,75.02,75.30,0.00,54.97,0.00,0.00,19.83,0.00,21.19,0.00,0.00
13334,44.84,0.00,97.94,202.76,0.00,0.00,29.73,61.07,78.94,84.90,60.69,0.00,47.64,0.00,0.00,19.05,0.00,28.39,685.48,0.00
13339,66.40,0.00,167.66,192.86,2.24,2.09,0.00,51.80,147.32,142.50,102.56,0.00,43.89,0.00,9.14,0.00,0.00,2.70,0.00,20.42
13340,31.81,0.00,28.77,109.01,28.08,0.00,0.00,61.89,31.20,82.86,48.43,0.00,184.20,0.00,2.12,0.00,0.00,26.24,0.00,7.14
13366,5.73,0.00,29.42,125.93,0.00,0.00,70.80,31.19,120.79,112.53,29.51,0.00,67.16,0.00,0.00,21.87,11.44,44.37,0.00,5.52
13367,0.00,0.00,32.69,129.01,0.00,0.00,0.00,8.16,34.91,48.52,116.15,0.00,2.99,0.00,0.84,0.00,0.00,3.81,0.00,0.00
13368,4.93,10.00,28.83,88.59,0.00,0.00,0.00,11.72,48.53,51.59,34.25,0.00,28.33,0.00,3.38,2.98,1.99,6.04,0.00,2.29
13370,2.36,0.00,47.66,25.75,0.00,0.00,0.00,7.79,26.12,22.36,3.14,0.00,17.73,0.00,0.00,2.99,0.00,19.79,0.00,0.99
13374,22.53,0.00,237.67,88.00,0.00,0.00,0.00,6.08,107.62,143.12,30.79,0.00,0.00,0.00,0.00,57.51,0.00,4.46,0.37,3.56
13376,19.97,0.00,13.73,43.55,3.61,0.00,0.00,1.25,44.10,25.23,47.79,0.00,1.19,0.00,0.00,4.99,154.07,0.00,44.62,11.01
13378,11.23,0.00,9.23,86.13,0.00,0.00,0.00,11.69,45.95,95.57,15.52,0.00,11.12,0.00,3.40,2.97,1.32,0.00,29.95,2.57
13380,7.78,0.00,28.18,62.40,4.48,0.00,0.00,7.26,38.76,81.76,35.47,0.00,71.88,0.00,0.00,16.15,0.00,1.35,0.00,0.99
13391,8.21,50.00,162.66,130.75,3.35,0.00,9.77,10.69,102.48,253.91,15.86,0.00,69.50,0.00,0.00,14.02,1.02,12.27,0.00,3.16
13394,16.43,0.00,106.14,64.24,0.00,0.00,7.54,45.93,50.39,61.52,27.78,2.00,40.09,0.00,0.00,1.04,0.00,2.03,0.00,0.00
13397,13.67,0.00,89.43,76.18,19.25,0.00,62.06,23.87,137.81,111.48,87.17,0.00,92.79,0.00,1.10,9.40,6.80,110.70,0.00,0.28
13405,7.87,127.50,9.14,15.45,0.00,0.00,0.00,0.00,16.24,3.40,1.35,8.50,26.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13409,46.61,0.00,156.52,351.30,0.95,0.00,164.15,75.07,260.23,242.48,94.25,2.00,305.00,0.00,3.04,195.44,29.76,61.43,53.74,46.39
13412,0.00,0.00,102.82,17.90,0.00,0.00,79.10,43.56,192.84,112.05,8.98,0.00,0.00,0.00,0.00,93.28,0.00,0.00,0.00,0.00
13419,11.20,0.00,16.81,15.03,0.00,0.00,0.00,13.81,43.97,35.18,20.49,0.00,23.04,0.00,0.00,6.39,0.00,4.32,0.00,3.37
13420,10.91,0.00,51.88,98.16,29.89,0.00,0.00,15.10,121.70,73.61,17.84,0.00,42.03,0.00,0.00,5.28,1.15,2.09,30.76,4.94
13427,32.10,0.00,68.58,119.34,0.49,0.00,10.34,0.00,32.70,49.09,22.67,0.00,11.83,0.00,0.84,11.10,1.23,1.00,68.91,0.00
13429,20.59,0.00,19.57,45.13,31.60,0.00,38.17,2.64,67.28,33.39,8.86,0.00,9.29,0.00,0.00,4.03,0.00,0.00,0.00,25.11
13431,27.39,0.00,89.82,256.43,0.00,0.00,0.00,8.55,270.14,571.15,39.39,0.00,12.74,0.00,0.00,40.19,0.00,13.84,0.00,12.20
13432,29.07,0.00,32.36,28.43,19.18,0.00,0.00,19.76,33.35,24.87,0.86,5.00,0.00,0.00,0.00,0.00,3.56,2.85,0.00,0.00
13441,7.45,0.00,69.45,33.28,74.79,0.00,185.04,13.72,34.47,44.35,90.17,6.00,61.77,0.00,0.00,13.11,1.49,17.25,261.75,2.58
13449,8.55,0.00,17.19,13.33,0.00,0.00,233.85,6.49,19.62,15.12,32.11,0.00,21.47,0.00,0.00,0.99,1.90,27.90,0.00,0.00
13454,9.93,100.00,46.46,53.43,21.06,0.00,54.68,7.63,57.24,38.59,32.58,0.00,14.95,0.00,0.00,28.54,0.00,13.96,21.76,1.19
13456,15.36,0.00,29.74,115.99,0.00,0.00,0.00,35.83,324.39,150.95,4.78,0.00,55.19,0.00,0.00,51.55,0.00,0.00,0.00,0.00
13468,2.45,0.00,26.40,38.03,0.38,0.00,0.00,0.00,44.60,15.01,2.42,0.00,17.49,0.00,0.84,6.00,0.00,2.86,0.00,1.09
13470,22.85,0.00,88.05,138.43,13.80,0.00,19.54,19.51,61.49,90.57,9.53,0.00,105.30,0.00,0.00,30.88,0.00,5.57,0.00,1.98
13476,3.30,8.00,5.07,14.25,0.00,0.00,3.40,19.03,9.87,40.43,9.52,0.00,21.40,0.00,0.00,10.32,0.00,0.00,0.00,2.67
13502,3.91,0.00,43.80,42.57,0.00,0.00,107.16,17.36,24.38,29.83,8.78,0.00,4.67,0.00,0.00,2.43,0.00,18.58,0.00,0.00
13504,26.44,775.00,131.75,132.26,14.68,0.00,0.00,7.65,45.12,52.88,16.54,3.00,18.78,0.00,3.97,16.01,0.00,44.52,55.73,2.74
13508,5.06,0.00,42.03,120.98,5.22,11.88,0.00,5.98,453.98,236.09,90.81,0.00,45.00,0.00,1.69,0.99,12.86,10.49,0.00,0.00
13517,24.60,20.00,14.24,61.06,0.00,0.00,0.00,9.12,49.79,69.75,42.50,0.00,56.28,0.00,5.72,4.82,1.69,0.00,0.00,1.88
13531,4.11,0.00,1.99,6.90,0.00,0.00,89.02,0.99,4.09,7.74,14.11,0.00,0.00,0.00,0.00,7.12,176.00,0.00,4.55,0.22
13535,2.73,0.00,2.86,4.20,11.07,0.00,47.78,0.00,6.82,4.93,3.08,0.00,1.94,0.00,0.00,2.31,0.00,4.44,37.45,0.89
13536,42.27,0.00,35.55,53.12,0.00,0.00,0.00,31.30,1.89,40.73,63.46,0.00,39.14,0.00,0.00,21.57,0.00,0.00,0.00,1.37
13537,55.10,7.00,25.80,26.86,0.00,0.00,0.00,0.00,52.04,344.50,6.56,0.00,7.46,0.00,0.00,13.46,0.00,2.56,0.00,0.50
13545,1.42,0.00,5.42,12.70,0.00,0.00,0.00,0.00,3.33,19.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13550,8.88,115.00,32.52,74.30,0.00,0.00,38.34,4.97,8.06,17.15,29.09,3.00,2.99,0.00,0.00,14.20,0.00,0.00,0.00,14.69
13551,0.85,0.00,13.55,45.27,0.00,0.00,0.00,20.22,13.73,10.70,1.27,0.00,11.86,0.00,0.00,15.92,5.10,0.00,0.00,0.00
13564,3.76,0.00,38.37,22.33,0.00,0.00,69.40,9.90,5.75,27.78,2.35,0.00,0.00,0.00,0.00,15.56,0.00,0.50,0.00,4.38
13572,40.37,53.00,147.67,178.21,1.39,0.00,12.78,19.93,112.83,90.53,50.28,0.00,68.58,0.00,0.84,39.69,7.65,26.21,47.44,34.34
13580,27.43,36.00,47.52,7.23,0.00,0.00,2.55,73.68,241.27,45.52,0.00,0.00,65.84,0.00,13.42,0.00,4.00,1.68,0.00,0.00
13588,3.83,0.00,66.57,38.53,3.99,0.00,19.06,0.00,49.33,55.49,49.77,0.00,29.57,0.00,0.00,10.93,1.70,19.98,0.00,0.50
13600,18.83,0.00,45.22,53.91,0.00,0.00,0.00,67.21,32.93,18.94,38.50,0.00,31.57,0.00,3.13,1.75,0.00,0.00,0.00,2.19
13601,10.34,0.00,54.51,36.89,9.95,2.38,380.05,12.35,51.21,148.10,16.71,0.00,52.64,0.00,0.00,6.72,71.51,74.02,12.02,0.00
13605,20.49,9.00,16.59,39.55,0.00,0.00,5.08,2.69,7.35,13.80,2.17,0.00,0.00,0.00,0.00,4.76,0.00,7.65,184.23,5.73
13606,0.70,0.00,1.86,14.13,1.17,0.00,60.40,0.00,5.96,5.65,1.91,0.00,0.00,0.00,0.00,0.20,1.15,0.33,216.79,0.00
13607,10.60,65.00,53.15,63.56,0.00,0.00,3.40,0.00,40.67,45.44,3.67,0.00,14.00,0.00,0.00,0.00,0.00,0.66,134.28,7.39
13618,53.76,0.00,169.44,191.82,12.33,0.00,33.79,55.73,304.35,135.36,44.99,0.00,36.82,0.00,0.00,78.08,2.53,27.67,0.00,6.61
13634,44.85,60.00,151.41,100.58,0.00,0.00,15.28,34.00,149.57,146.38,151.12,0.00,96.49,0.00,0.00,19.64,1.99,32.78,0.00,4.81
13637,8.96,0.00,41.05,76.91,0.00,4.59,49.98,10.39,56.90,79.07,29.87,0.00,38.10,0.00,0.00,2.79,8.50,18.81,0.00,0.00
13639,77.58,100.00,232.43,250.70,18.99,0.00,0.00,79.35,219.03,331.52,54.42,0.00,172.47,0.00,0.00,11.78,15.30,34.33,0.00,1.98
13655,18.64,0.00,99.76,229.34,4.86,0.00,0.00,75.99,146.09,312.72,45.00,0.00,24.88,0.00,0.00,0.00,0.00,4.19,0.00,0.00
13659,3.01,0.00,44.69,34.04,0.79,0.00,25.06,46.48,26.41,22.66,19.51,0.00,28.38,0.00,0.00,6.08,7.62,0.00,9.22,1.09
13667,2.99,42.00,3.24,13.27,0.00,0.00,0.00,0.00,3.24,6.45,1.78,2.00,1.99,0.00,0.00,0.00,0.00,0.00,68.35,0.00
13682,39.15,0.00,30.69,144.12,0.00,0.00,0.00,13.93,169.64,190.72,64.89,0.00,58.34,0.00,0.00,0.00,0.00,5.48,0.00,0.00
13684,16.23,0.00,48.47,57.90,43.67,0.00,11.27,33.22,103.75,137.94,34.24,4.00,21.00,0.00,0.00,24.14,0.00,46.48,0.00,0.00
13694,18.36,0.00,132.43,59.03,0.00,0.00,0.00,1.29,59.72,78.12,22.44,0.00,9.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13695,3.02,0.00,9.26,45.94,0.00,0.00,8.08,31.91,65.19,77.26,54.68,0.00,39.96,0.00,0.00,38.44,0.00,0.00,0.00,7.45
13696,22.22,20.00,79.70,37.54,0.00,0.00,53.39,0.76,6.77,82.28,3.14,0.00,1.75,0.00,0.00,3.40,0.00,0.00,0.00,0.00
13698,31.99,0.00,23.17,30.27,0.00,0.00,0.00,6.56,115.72,60.96,15.05,0.00,19.76,0.00,0.00,31.83,1.27,0.00,0.00,0.00
13699,57.85,0.00,49.60,33.91,4.97,0.75,5.10,102.20,58.96,113.25,46.69,19.00,4.88,0.00,2.34,0.00,0.84,0.00,2460.06,0.00
13700,1.64,0.00,11.06,33.02,23.24,0.00,0.00,41.68,160.77,118.20,2.54,33.00,20.27,0.00,0.00,10.47,0.00,0.00,0.00,0.00
13710,8.63,64.00,60.09,3.16,0.00,0.00,0.00,2.99,6.40,71.39,24.03,0.00,25.63,0.00,0.00,6.41,0.84,2.02,0.00,0.00
13713,9.55,0.00,63.94,85.54,15.64,0.00,44.54,73.27,75.41,121.57,148.07,0.00,92.19,0.00,0.00,5.59,4.51,4.28,0.00,1.09
13718,15.63,60.00,41.44,30.36,4.08,0.00,0.00,32.30,10.73,18.64,0.00,0.00,0.00,0.00,0.00,23.29,3.47,9.51,88.46,0.00
13723,18.24,0.00,90.71,177.52,0.00,0.00,25.74,58.26,80.23,108.66,52.47,2.00,0.00,0.00,3.04,3.05,1.69,17.35,3.51,13.38
13726,1.40,0.00,222.41,56.68,13.63,0.00,54.40,0.99,5.27,67.78,2.28,0.00,0.00,0.00,1.66,20.55,0.00,0.84,0.00,0.00
13727,12.25,0.00,34.15,132.00,0.00,0.00,176.75,34.80,124.69,119.45,25.07,0.00,81.66,0.00,1.95,17.79,0.00,32.85,0.00,1.68
13730,8.49,0.00,25.80,34.12,2.86,0.00,356.22,18.97,31.85,19.93,13.37,0.00,9.98,0.00,0.00,14.52,20.03,1.99,70.21,5.32
13736,7.11,0.00,29.75,120.52,0.45,0.00,166.96,19.23,48.05,51.68,72.00,0.00,53.59,0.00,0.00,22.08,0.00,23.27,0.00,6.94
13737,13.16,0.00,98.25,24.37,2.42,0.00,0.00,15.12,12.96,42.98,10.44,0.00,8.93,0.00,0.00,2.13,0.00,0.00,0.00,4.05
13739,4.97,0.00,10.39,25.32,18.21,0.00,10.62,6.39,39.77,22.00,36.16,0.00,8.49,0.00,0.00,24.86,0.00,1.46,0.00,0.00
13745,25.25,160.00,149.48,107.13,0.00,0.00,18.61,12.53,8.87,46.96,65.21,13.00,13.81,0.00,0.00,9.60,0.00,22.92,15.44,0.00
13757,10.58,0.00,97.08,85.56,45.76,0.00,11.41,53.19,17.13,90.90,81.74,0.00,95.71,0.00,0.00,76.21,1.26,96.93,0.00,0.00
13775,9.59,0.00,72.85,37.00,0.00,0.00,0.00,7.39,64.13,46.41,6.84,0.00,6.11,0.00,4.25,5.43,5.80,2.07,0.00,0.00
13776,43.67,0.00,112.75,116.54,2.85,0.00,0.00,10.11,38.88,86.22,49.12,0.00,9.55,0.00,0.00,11.19,0.84,11.47,0.00,10.06
13793,416.92,230.00,566.65,2390.03,2.10,0.00,58.38,642.74,3800.06,4280.87,287.71,0.00,882.58,0.00,12.97,459.57,16.11,282.95,793.82,609.68
13801,23.22,10.00,48.15,62.19,1.20,0.00,48.86,11.51,56.15,285.07,89.46,3.00,65.55,0.00,0.00,59.19,1.15,2.79,86.52,0.00
13804,1.55,0.00,112.59,119.57,44.17,28.10,87.28,13.26,256.11,155.43,218.11,0.00,33.08,0.00,19.08,10.25,0.00,45.80,0.00,0.00
13806,26.12,62.00,47.08,83.38,0.50,0.00,197.11,0.00,32.36,147.02,4.61,0.00,3.28,0.00,0.67,15.71,3.38,5.97,0.00,1.38
13807,1.09,0.00,19.91,67.49,0.00,0.00,22.12,0.99,46.53,19.20,10.53,0.00,2.39,0.00,0.00,0.00,0.00,4.14,0.00,0.00
13826,2.11,0.00,11.36,11.72,0.99,0.00,132.83,5.40,14.95,10.52,25.65,0.00,14.79,0.00,0.00,1.99,0.00,10.76,8.16,0.99
13849,2.31,0.00,76.15,72.42,6.53,5.10,0.00,2.77,19.10,227.93,19.60,0.00,32.67,0.00,0.00,38.80,0.00,36.13,0.00,0.89
13850,20.43,0.00,38.59,38.30,3.75,0.00,0.00,45.38,4.03,145.11,23.72,0.00,0.00,0.00,0.67,14.14,0.00,0.84,0.00,1.19
13852,7.54,0.00,57.34,49.18,5.90,0.00,57.01,3.48,58.90,62.98,10.09,0.00,37.71,0.00,0.00,7.46,0.00,6.03,0.00,1.49
13868,5.30,51.00,34.28,40.38,0.00,0.00,52.80,7.44,63.58,90.57,11.95,6.00,57.70,0.00,0.00,7.01,0.00,18.67,30.04,1.44
13874,4.69,0.00,41.24,33.57,0.00,0.00,9.86,7.20,7.60,31.78,0.00,0.00,13.55,0.00,0.00,0.00,0.00,0.33,0.00,0.00
13879,39.25,20.00,121.86,124.28,0.00,0.00,36.22,14.32,46.13,12.25,6.30,41.00,0.00,0.00,0.00,3.14,0.00,15.84,25.76,1.29
13888,13.52,0.00,122.26,63.02,0.87,0.00,1.69,10.14,107.71,174.22,32.89,0.00,9.06,0.00,0.00,0.85,0.00,1.57,0.00,5.65
13889,4.10,0.00,5.15,107.36,6.87,0.00,22.38,13.58,43.11,12.72,7.43,19.00,44.43,0.00,0.00,13.70,0.00,0.00,19.38,3.26
13895,1.92,20.00,6.18,13.68,0.00,0.00,0.00,0.00,3.09,5.60,9.22,0.00,15.00,0.00,0.00,0.00,0.00,4.24,20.92,0.00
13900,19.54,0.00,126.46,86.25,4.05,0.00,0.00,34.13,82.42,142.17,7.61,0.00,7.80,0.00,0.00,2.78,0.00,0.00,0.00,1.87
13903,12.68,0.00,43.52,43.04,14.57,0.00,7.37,30.91,25.48,26.16,5.12,0.00,11.93,0.00,0.00,45.11,0.00,0.55,0.00,0.00
13906,2.33,0.00,21.72,44.12,18.47,23.44,17.01,14.55,51.67,33.35,13.64,0.00,6.51,0.00,1.92,3.03,0.00,2.54,0.00,1.44
13908,13.47,0.00,84.53,197.11,3.13,0.00,73.95,12.10,232.33,133.92,21.52,0.00,127.12,0.00,0.00,35.88,0.00,6.46,0.00,0.00
13913,29.45,0.00,142.41,140.93,0.00,0.00,14.26,22.13,137.23,286.10,77.16,0.00,75.72,0.00,0.00,45.49,56.10,53.10,0.00,1.19
13921,34.94,0.00,37.86,81.42,21.19,0.00,0.00,40.68,106.95,183.14,7.85,0.00,14.57,0.00,0.00,45.30,1.69,3.50,0.00,6.42
13925,7.85,0.00,140.28,64.94,0.00,0.00,7.66,39.50,112.24,99.33,211.47,0.00,45.23,0.00,11.45,24.93,2.55,9.14,186.12,0.00
13928,9.68,0.00,22.12,43.27,0.80,0.00,0.00,5.38,13.50,19.88,35.42,0.00,6.34,0.00,3.40,6.52,2.55,3.40,207.79,4.78
13932,11.86,0.00,63.85,61.01,2.64,0.00,0.00,0.00,141.47,65.02,27.64,29.00,10.32,0.00,0.00,8.86,0.00,0.00,149.88,0.39
13935,9.47,0.00,17.16,40.07,20.56,0.00,40.97,40.71,47.16,133.52,24.07,0.00,14.99,0.00,0.00,3.35,26.32,1.65,0.00,0.00
13936,17.98,0.00,38.09,42.21,0.00,0.00,160.92,21.73,34.15,66.46,25.49,0.00,8.87,0.00,0.84,2.18,2.78,13.18,0.00,4.95
13939,4.69,0.00,71.01,41.21,0.00,0.00,35.11,2.59,81.11,12.44,4.62,0.00,35.04,0.00,0.00,0.00,1.23,4.88,16.70,9.41
13946,15.16,0.00,310.13,248.12,0.00,0.00,0.00,24.73,301.18,167.59,12.33,12.00,1.09,0.00,0.00,13.91,80.58,6.00,0.00,5.53
13962,13.17,0.00,140.48,232.67,0.00,0.00,12.32,5.36,64.96,75.02,33.57,0.00,21.40,0.00,0.00,143.09,27.63,10.74,0.00,42.23
13967,3.28,0.00,19.03,50.25,2.36,0.00,0.00,0.00,11.70,6.80,15.21,0.00,8.46,0.00,0.00,0.00,7.96,0.00,0.00,0.89
13969,19.12,0.00,14.14,106.16,22.68,0.00,604.63,0.00,55.68,40.40,4.80,0.00,33.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13972,29.27,0.00,33.78,142.33,0.00,0.00,0.00,2.09,88.73,28.83,11.89,0.00,23.64,0.00,5.10,15.98,3.58,0.84,0.00,29.61
13975,6.08,0.00,46.41,85.92,0.00,0.00,0.00,22.55,101.85,46.34,55.49,0.00,78.35,0.00,0.00,16.44,0.00,0.88,0.00,10.73
13981,24.10,0.00,21.79,130.13,49.48,0.00,0.00,11.54,174.15,94.96,88.98,2.00,53.03,0.00,0.00,21.49,3.98,14.39,0.00,1.19
13985,13.00,0.00,29.96,86.80,0.00,0.00,0.00,15.74,20.87,77.43,40.02,0.00,2.49,0.00,0.00,18.61,0.00,0.00,0.00,6.74
13995,49.13,125.00,19.77,19.83,11.90,0.00,137.83,0.00,5.36,98.98,22.43,0.00,2.87,0.00,0.00,2.99,1.68,32.56,129.85,2.97
14000,12.71,0.00,23.14,40.13,4.44,0.00,37.84,3.40,22.73,21.43,24.60,0.00,9.01,0.00,0.00,12.88,16.57,1.48,21.07,1.68
14011,4.77,60.00,5.28,2.67,0.00,0.00,77.23,14.40,14.29,6.47,4.36,0.00,7.81,0.00,0.00,0.65,2.55,0.00,0.00,0.00
14014,361.98,0.00,207.91,454.70,0.00,0.00,32.30,0.00,390.48,108.40,221.06,0.00,49.28,0.00,35.07,73.13,3.99,47.96,0.00,3.51
14021,5.00,0.00,29.08,56.80,7.36,0.00,51.42,9.36,64.33,26.51,36.56,0.00,66.46,0.00,3.40,12.04,21.48,1.52,0.00,5.88
14027,12.26,0.00,52.04,220.26,0.00,0.00,70.88,2.35,273.36,19.90,105.91,0.00,34.14,0.00,0.00,120.80,347.72,13.76,9.18,1.49
14037,9.20,0.00,12.61,11.09,0.00,0.00,0.00,19.61,28.26,20.96,46.05,0.00,19.45,0.00,1.69,9.94,0.00,0.00,0.00,0.69
14051,21.77,0.00,78.91,23.28,1.99,0.00,0.00,11.74,30.50,27.90,14.51,2.00,29.88,0.00,0.00,47.38,0.84,0.00,65.95,3.12
14057,1.48,0.00,46.41,96.28,8.46,0.00,27.57,8.43,73.42,131.23,10.42,0.00,35.98,0.00,0.00,0.00,6.78,2.09,0.00,0.00
14060,9.38,0.00,73.75,12.23,0.00,0.00,0.00,9.61,10.80,210.30,25.65,14.00,22.34,0.00,0.00,8.91,0.00,0.00,0.00,0.00
14085,26.39,0.00,90.18,104.62,0.00,0.00,0.00,18.70,125.40,23.91,7.47,0.00,37.80,0.00,5.95,13.63,0.84,7.07,0.00,2.43
14086,15.22,82.00,31.71,43.13,26.16,0.00,0.00,18.65,31.62,18.98,75.42,3.00,26.77,0.00,0.00,7.38,1.69,1.15,0.00,32.01
14095,10.11,23.00,76.06,77.68,8.00,0.00,0.00,15.59,35.18,53.24,27.29,16.00,12.72,0.00,0.00,14.95,0.00,9.99,76.70,0.89
14096,1.44,0.00,120.38,44.81,0.00,0.89,3.40,31.81,68.04,81.05,25.94,0.00,17.47,0.00,0.00,23.95,79.84,4.14,0.00,0.00
14104,0.00,0.00,13.23,24.91,8.87,0.00,58.67,0.00,12.31,6.80,7.27,0.00,1.00,0.00,0.00,4.00,1.13,0.00,208.65,0.00
14105,0.00,10.00,24.82,50.14,10.64,0.00,410.61,19.08,33.58,46.44,0.00,24.00,43.87,0.00,0.00,8.28,3.47,10.99,0.00,10.99
14111,2.55,0.00,8.49,21.38,0.00,0.00,22.50,0.00,51.40,84.37,42.99,0.00,65.78,0.00,0.00,14.55,1.90,0.00,0.00,0.00
14122,92.30,0.00,105.10,282.30,20.70,0.00,36.83,22.73,134.07,257.45,47.77,6.00,189.28,0.00,0.00,22.12,5.78,27.59,189.47,0.00
14127,13.73,0.00,86.07,92.65,0.59,0.00,114.55,7.91,12.92,125.41,22.74,1.00,5.38,0.00,0.00,16.90,1.83,43.69,0.00,0.00
14130,16.19,130.00,82.23,75.47,29.51,0.00,0.00,21.36,8.93,56.03,34.22,40.00,12.28,0.00,0.00,9.92,0.00,17.89,106.95,0.00
14132,25.47,0.00,103.73,135.75,16.51,0.00,41.79,16.37,376.25,201.20,121.24,5.00,81.53,0.00,3.40,13.17,0.00,20.63,0.00,3.12
14135,0.00,20.00,9.19,90.23,20.10,0.00,8.84,0.00,16.44,60.18,6.36,0.00,4.99,0.00,0.00,12.00,0.00,0.00,0.00,0.00
14138,3.85,0.00,20.18,103.02,6.38,0.00,0.00,5.78,97.83,53.10,29.46,0.00,0.00,0.00,0.00,4.84,0.00,1.00,0.00,0.00
14139,18.41,0.00,22.77,38.25,0.75,0.00,4.03,0.00,124.41,70.23,75.06,0.00,36.01,0.00,0.00,22.72,0.00,8.98,0.00,0.00
14144,5.18,0.00,16.78,48.38,6.00,0.00,102.07,15.05,29.42,27.85,56.01,6.00,15.85,0.00,0.00,16.03,4.24,22.73,26.61,1.19
14146,31.21,30.00,42.17,77.21,0.00,0.00,0.00,48.65,28.21,142.31,18.09,0.00,117.05,0.00,0.00,2.34,0.00,5.92,243.37,0.00
14148,0.00,0.00,19.43,2.67,0.00,0.00,0.00,0.00,3.87,9.84,2.89,0.00,0.00,0.00,0.00,3.99,7.64,1.77,0.00,0.99
14154,7.46,0.00,37.99,83.47,2.71,0.00,11.79,14.44,129.08,75.04,20.74,0.00,18.23,0.00,1.10,13.91,4.65,69.15,0.00,0.76
14159,10.98,0.00,52.13,70.86,4.15,0.00,11.28,1.89,68.38,88.87,12.47,0.00,35.88,0.00,0.00,0.00,0.00,0.00,0.00,2.83
14177,30.68,0.00,237.92,216.63,8.34,0.00,5.76,82.74,119.22,200.50,49.18,0.00,153.73,0.00,8.48,23.99,0.55,0.84,0.00,20.16
14183,34.04,0.00,50.63,90.40,0.00,0.00,11.04,3.18,89.72,25.30,8.33,0.00,31.41,0.00,0.00,13.70,1.52,0.00,0.00,0.00
14192,1.08,0.00,22.95,80.23,0.00,0.00,92.25,4.81,61.23,40.20,1.27,0.00,0.00,0.00,0.00,7.88,0.00,0.00,0.21,0.00
14196,13.97,0.00,25.87,180.57,0.00,0.00,48.88,35.16,80.34,138.71,72.31,0.00,17.85,0.00,12.76,56.26,0.00,0.00,58.18,2.18
14197,7.41,5.00,69.32,41.55,0.00,0.00,200.83,8.74,45.55,24.08,2.55,0.00,7.73,0.00,0.00,4.03,1.18,1.48,0.00,7.18
14203,32.15,7.92,78.27,93.40,0.00,0.00,17.30,5.38,90.43,42.96,54.40,21.00,45.91,0.00,0.00,15.74,3.38,4.90,1.78,4.65
14213,38.83,0.00,99.82,171.32,7.60,1.25,43.55,21.35,80.02,145.33,11.35,0.00,38.87,0.00,0.00,2.13,0.00,12.31,1.96,0.00
14216,59.37,0.00,129.23,71.84,0.00,0.00,0.00,53.62,42.02,184.54,55.22,0.00,17.31,0.00,5.52,3.63,0.00,0.00,0.00,3.04
14219,15.12,0.00,36.12,156.02,0.89,0.00,0.00,40.87,128.97,84.98,21.92,0.00,9.02,0.00,0.00,4.74,0.00,12.95,0.00,6.24
14221,14.50,0.00,267.86,179.80,0.00,0.00,3.65,98.88,66.09,132.42,68.36,0.00,0.00,0.00,0.00,12.70,2.51,1.01,0.00,7.61
14233,0.00,40.00,74.25,48.65,0.00,0.00,153.00,0.00,21.09,48.63,15.89,0.00,28.18,0.00,0.00,47.82,0.00,0.00,0.00,0.00
